"Notes"	"Cause of death"	"Cause of death Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Other diseases of optic nerve"	"377.6"	"1969"	"1969"	0	0	0.0 (Unreliable)
	"Other diseases of optic nerve"	"377.6"	"1970"	"1970"	0	0	0.0 (Unreliable)
	"Other diseases of optic nerve"	"377.6"	"1971"	"1971"	2	206782970	0.0 (Unreliable)
	"Other diseases of optic nerve"	"377.6"	"1972"	"1972"	0	0	0.0 (Unreliable)
	"Other diseases of optic nerve"	"377.6"	"1973"	"1973"	0	0	0.0 (Unreliable)
	"Other diseases of optic nerve"	"377.6"	"1974"	"1974"	0	0	0.0 (Unreliable)
	"Other diseases of optic nerve"	"377.6"	"1975"	"1975"	1	215457198	0.0 (Unreliable)
	"Other diseases of optic nerve"	"377.6"	"1976"	"1976"	1	217615788	0.0 (Unreliable)
	"Other diseases of optic nerve"	"377.6"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"Other diseases of optic nerve"	"377.6"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"Other diseases of optic nerve"	"377.6"			4	2320363006	0.0 (Unreliable)
	"Unspecified"	"377.9"	"1968"	"1968"	0	0	0.0 (Unreliable)
	"Unspecified"	"377.9"	"1969"	"1969"	0	0	0.0 (Unreliable)
	"Unspecified"	"377.9"	"1970"	"1970"	0	0	0.0 (Unreliable)
	"Unspecified"	"377.9"	"1971"	"1971"	0	0	0.0 (Unreliable)
	"Unspecified"	"377.9"	"1972"	"1972"	0	0	0.0 (Unreliable)
	"Unspecified"	"377.9"	"1973"	"1973"	0	0	0.0 (Unreliable)
	"Unspecified"	"377.9"	"1974"	"1974"	0	0	0.0 (Unreliable)
	"Unspecified"	"377.9"	"1975"	"1975"	0	0	0.0 (Unreliable)
	"Unspecified"	"377.9"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Unspecified"	"377.9"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"Unspecified"	"377.9"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"Unspecified"	"377.9"			0	2320363006	0.0 (Unreliable)
	"Chalazion"	"378.0"	"1968"	"1968"	1	199533564	0.0 (Unreliable)
	"Chalazion"	"378.0"	"1969"	"1969"	0	0	0.0 (Unreliable)
	"Chalazion"	"378.0"	"1970"	"1970"	0	0	0.0 (Unreliable)
	"Chalazion"	"378.0"	"1971"	"1971"	0	0	0.0 (Unreliable)
	"Chalazion"	"378.0"	"1972"	"1972"	0	0	0.0 (Unreliable)
	"Chalazion"	"378.0"	"1973"	"1973"	0	0	0.0 (Unreliable)
	"Chalazion"	"378.0"	"1974"	"1974"	0	0	0.0 (Unreliable)
	"Chalazion"	"378.0"	"1975"	"1975"	1	215457198	0.0 (Unreliable)
	"Chalazion"	"378.0"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Chalazion"	"378.0"	"1977"	"1977"	1	219808632	0.0 (Unreliable)
	"Chalazion"	"378.0"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"Chalazion"	"378.0"			3	2320363006	0.0 (Unreliable)
	"Trichiasis and entropion"	"378.1"	"1968"	"1968"	1	199533564	0.0 (Unreliable)
	"Trichiasis and entropion"	"378.1"	"1969"	"1969"	0	0	0.0 (Unreliable)
	"Trichiasis and entropion"	"378.1"	"1970"	"1970"	0	0	0.0 (Unreliable)
	"Trichiasis and entropion"	"378.1"	"1971"	"1971"	0	0	0.0 (Unreliable)
	"Trichiasis and entropion"	"378.1"	"1972"	"1972"	0	0	0.0 (Unreliable)
	"Trichiasis and entropion"	"378.1"	"1973"	"1973"	1	211361965	0.0 (Unreliable)
	"Trichiasis and entropion"	"378.1"	"1974"	"1974"	0	0	0.0 (Unreliable)
	"Trichiasis and entropion"	"378.1"	"1975"	"1975"	0	0	0.0 (Unreliable)
	"Trichiasis and entropion"	"378.1"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Trichiasis and entropion"	"378.1"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"Trichiasis and entropion"	"378.1"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"Trichiasis and entropion"	"378.1"			2	2320363006	0.0 (Unreliable)
	"Other disease of eyelid"	"378.2"	"1968"	"1968"	0	0	0.0 (Unreliable)
	"Other disease of eyelid"	"378.2"	"1969"	"1969"	0	0	0.0 (Unreliable)
	"Other disease of eyelid"	"378.2"	"1970"	"1970"	0	0	0.0 (Unreliable)
	"Other disease of eyelid"	"378.2"	"1971"	"1971"	0	0	0.0 (Unreliable)
	"Other disease of eyelid"	"378.2"	"1972"	"1972"	0	0	0.0 (Unreliable)
	"Other disease of eyelid"	"378.2"	"1973"	"1973"	1	211361965	0.0 (Unreliable)
	"Other disease of eyelid"	"378.2"	"1974"	"1974"	1	213436958	0.0 (Unreliable)
	"Other disease of eyelid"	"378.2"	"1975"	"1975"	1	215457198	0.0 (Unreliable)
	"Other disease of eyelid"	"378.2"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Other disease of eyelid"	"378.2"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"Other disease of eyelid"	"378.2"	"1978"	"1978"	2	222102279	0.0 (Unreliable)
"Total"	"Other disease of eyelid"	"378.2"			5	2320363006	0.0 (Unreliable)
	"Disease of conjunctiva and lachrymal tract NEC"	"378.3"	"1968"	"1968"	0	0	0.0 (Unreliable)
	"Disease of conjunctiva and lachrymal tract NEC"	"378.3"	"1969"	"1969"	1	201568206	0.0 (Unreliable)
	"Disease of conjunctiva and lachrymal tract NEC"	"378.3"	"1970"	"1970"	0	0	0.0 (Unreliable)
	"Disease of conjunctiva and lachrymal tract NEC"	"378.3"	"1971"	"1971"	0	0	0.0 (Unreliable)
	"Disease of conjunctiva and lachrymal tract NEC"	"378.3"	"1972"	"1972"	0	0	0.0 (Unreliable)
	"Disease of conjunctiva and lachrymal tract NEC"	"378.3"	"1973"	"1973"	0	0	0.0 (Unreliable)
	"Disease of conjunctiva and lachrymal tract NEC"	"378.3"	"1974"	"1974"	0	0	0.0 (Unreliable)
	"Disease of conjunctiva and lachrymal tract NEC"	"378.3"	"1975"	"1975"	0	0	0.0 (Unreliable)
	"Disease of conjunctiva and lachrymal tract NEC"	"378.3"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Disease of conjunctiva and lachrymal tract NEC"	"378.3"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"Disease of conjunctiva and lachrymal tract NEC"	"378.3"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"Disease of conjunctiva and lachrymal tract NEC"	"378.3"			1	2320363006	0.0 (Unreliable)
	"Disease of cornea NEC"	"378.4"	"1968"	"1968"	2	199533564	0.0 (Unreliable)
	"Disease of cornea NEC"	"378.4"	"1969"	"1969"	1	201568206	0.0 (Unreliable)
	"Disease of cornea NEC"	"378.4"	"1970"	"1970"	1	203458035	0.0 (Unreliable)
	"Disease of cornea NEC"	"378.4"	"1971"	"1971"	1	206782970	0.0 (Unreliable)
	"Disease of cornea NEC"	"378.4"	"1972"	"1972"	2	209237411	0.0 (Unreliable)
	"Disease of cornea NEC"	"378.4"	"1973"	"1973"	1	211361965	0.0 (Unreliable)
	"Disease of cornea NEC"	"378.4"	"1974"	"1974"	0	0	0.0 (Unreliable)
	"Disease of cornea NEC"	"378.4"	"1975"	"1975"	0	0	0.0 (Unreliable)
	"Disease of cornea NEC"	"378.4"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Disease of cornea NEC"	"378.4"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"Disease of cornea NEC"	"378.4"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"Disease of cornea NEC"	"378.4"			8	2320363006	0.0 (Unreliable)
	"Prolapse of iris"	"378.5"	"1968"	"1968"	0	0	0.0 (Unreliable)
	"Prolapse of iris"	"378.5"	"1969"	"1969"	0	0	0.0 (Unreliable)
	"Prolapse of iris"	"378.5"	"1970"	"1970"	0	0	0.0 (Unreliable)
	"Prolapse of iris"	"378.5"	"1971"	"1971"	0	0	0.0 (Unreliable)
	"Prolapse of iris"	"378.5"	"1972"	"1972"	0	0	0.0 (Unreliable)
	"Prolapse of iris"	"378.5"	"1973"	"1973"	0	0	0.0 (Unreliable)
	"Prolapse of iris"	"378.5"	"1974"	"1974"	0	0	0.0 (Unreliable)
	"Prolapse of iris"	"378.5"	"1975"	"1975"	0	0	0.0 (Unreliable)
	"Prolapse of iris"	"378.5"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Prolapse of iris"	"378.5"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"Prolapse of iris"	"378.5"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"Prolapse of iris"	"378.5"			0	2320363006	0.0 (Unreliable)
	"Other and of iris, choroid, and uveal tract"	"378.6"	"1968"	"1968"	1	199533564	0.0 (Unreliable)
	"Other and of iris, choroid, and uveal tract"	"378.6"	"1969"	"1969"	1	201568206	0.0 (Unreliable)
	"Other and of iris, choroid, and uveal tract"	"378.6"	"1970"	"1970"	1	203458035	0.0 (Unreliable)
	"Other and of iris, choroid, and uveal tract"	"378.6"	"1971"	"1971"	0	0	0.0 (Unreliable)
	"Other and of iris, choroid, and uveal tract"	"378.6"	"1972"	"1972"	2	209237411	0.0 (Unreliable)
	"Other and of iris, choroid, and uveal tract"	"378.6"	"1973"	"1973"	2	211361965	0.0 (Unreliable)
	"Other and of iris, choroid, and uveal tract"	"378.6"	"1974"	"1974"	0	0	0.0 (Unreliable)
	"Other and of iris, choroid, and uveal tract"	"378.6"	"1975"	"1975"	1	215457198	0.0 (Unreliable)
	"Other and of iris, choroid, and uveal tract"	"378.6"	"1976"	"1976"	1	217615788	0.0 (Unreliable)
	"Other and of iris, choroid, and uveal tract"	"378.6"	"1977"	"1977"	1	219808632	0.0 (Unreliable)
	"Other and of iris, choroid, and uveal tract"	"378.6"	"1978"	"1978"	2	222102279	0.0 (Unreliable)
"Total"	"Other and of iris, choroid, and uveal tract"	"378.6"			12	2320363006	0.0 (Unreliable)
	"Aphakia, acquired"	"378.7"	"1968"	"1968"	0	0	0.0 (Unreliable)
	"Aphakia, acquired"	"378.7"	"1969"	"1969"	0	0	0.0 (Unreliable)
	"Aphakia, acquired"	"378.7"	"1970"	"1970"	0	0	0.0 (Unreliable)
	"Aphakia, acquired"	"378.7"	"1971"	"1971"	0	0	0.0 (Unreliable)
	"Aphakia, acquired"	"378.7"	"1972"	"1972"	0	0	0.0 (Unreliable)
	"Aphakia, acquired"	"378.7"	"1973"	"1973"	0	0	0.0 (Unreliable)
	"Aphakia, acquired"	"378.7"	"1974"	"1974"	0	0	0.0 (Unreliable)
	"Aphakia, acquired"	"378.7"	"1975"	"1975"	0	0	0.0 (Unreliable)
	"Aphakia, acquired"	"378.7"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Aphakia, acquired"	"378.7"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"Aphakia, acquired"	"378.7"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"Aphakia, acquired"	"378.7"			0	2320363006	0.0 (Unreliable)
	"Other diseases of lens"	"378.8"	"1968"	"1968"	1	199533564	0.0 (Unreliable)
	"Other diseases of lens"	"378.8"	"1969"	"1969"	0	0	0.0 (Unreliable)
	"Other diseases of lens"	"378.8"	"1970"	"1970"	1	203458035	0.0 (Unreliable)
	"Other diseases of lens"	"378.8"	"1971"	"1971"	0	0	0.0 (Unreliable)
	"Other diseases of lens"	"378.8"	"1972"	"1972"	0	0	0.0 (Unreliable)
	"Other diseases of lens"	"378.8"	"1973"	"1973"	0	0	0.0 (Unreliable)
	"Other diseases of lens"	"378.8"	"1974"	"1974"	0	0	0.0 (Unreliable)
	"Other diseases of lens"	"378.8"	"1975"	"1975"	0	0	0.0 (Unreliable)
	"Other diseases of lens"	"378.8"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Other diseases of lens"	"378.8"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"Other diseases of lens"	"378.8"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"Other diseases of lens"	"378.8"			2	2320363006	0.0 (Unreliable)
	"Diseases of eyeball, ocular muscle, and orbit NEC"	"378.9"	"1968"	"1968"	5	199533564	0.0 (Unreliable)
	"Diseases of eyeball, ocular muscle, and orbit NEC"	"378.9"	"1969"	"1969"	4	201568206	0.0 (Unreliable)
	"Diseases of eyeball, ocular muscle, and orbit NEC"	"378.9"	"1970"	"1970"	4	203458035	0.0 (Unreliable)
	"Diseases of eyeball, ocular muscle, and orbit NEC"	"378.9"	"1971"	"1971"	4	206782970	0.0 (Unreliable)
	"Diseases of eyeball, ocular muscle, and orbit NEC"	"378.9"	"1972"	"1972"	4	209237411	0.0 (Unreliable)
	"Diseases of eyeball, ocular muscle, and orbit NEC"	"378.9"	"1973"	"1973"	2	211361965	0.0 (Unreliable)
	"Diseases of eyeball, ocular muscle, and orbit NEC"	"378.9"	"1974"	"1974"	1	213436958	0.0 (Unreliable)
	"Diseases of eyeball, ocular muscle, and orbit NEC"	"378.9"	"1975"	"1975"	3	215457198	0.0 (Unreliable)
	"Diseases of eyeball, ocular muscle, and orbit NEC"	"378.9"	"1976"	"1976"	5	217615788	0.0 (Unreliable)
	"Diseases of eyeball, ocular muscle, and orbit NEC"	"378.9"	"1977"	"1977"	3	219808632	0.0 (Unreliable)
	"Diseases of eyeball, ocular muscle, and orbit NEC"	"378.9"	"1978"	"1978"	4	222102279	0.0 (Unreliable)
"Total"	"Diseases of eyeball, ocular muscle, and orbit NEC"	"378.9"			39	2320363006	0.0
	"Blindness, both eyes, specifically defined"	"379.0"	"1968"	"1968"	0	0	0.0 (Unreliable)
	"Blindness, both eyes, specifically defined"	"379.0"	"1969"	"1969"	0	0	0.0 (Unreliable)
	"Blindness, both eyes, specifically defined"	"379.0"	"1970"	"1970"	0	0	0.0 (Unreliable)
	"Blindness, both eyes, specifically defined"	"379.0"	"1971"	"1971"	0	0	0.0 (Unreliable)
	"Blindness, both eyes, specifically defined"	"379.0"	"1972"	"1972"	0	0	0.0 (Unreliable)
	"Blindness, both eyes, specifically defined"	"379.0"	"1973"	"1973"	0	0	0.0 (Unreliable)
	"Blindness, both eyes, specifically defined"	"379.0"	"1974"	"1974"	0	0	0.0 (Unreliable)
	"Blindness, both eyes, specifically defined"	"379.0"	"1975"	"1975"	0	0	0.0 (Unreliable)
	"Blindness, both eyes, specifically defined"	"379.0"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Blindness, both eyes, specifically defined"	"379.0"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"Blindness, both eyes, specifically defined"	"379.0"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"Blindness, both eyes, specifically defined"	"379.0"			0	2320363006	0.0 (Unreliable)
	"Blindness, both eyes, not specifically defined"	"379.1"	"1968"	"1968"	8	199533564	0.0 (Unreliable)
	"Blindness, both eyes, not specifically defined"	"379.1"	"1969"	"1969"	6	201568206	0.0 (Unreliable)
	"Blindness, both eyes, not specifically defined"	"379.1"	"1970"	"1970"	12	203458035	0.0 (Unreliable)
	"Blindness, both eyes, not specifically defined"	"379.1"	"1971"	"1971"	8	206782970	0.0 (Unreliable)
	"Blindness, both eyes, not specifically defined"	"379.1"	"1972"	"1972"	4	209237411	0.0 (Unreliable)
	"Blindness, both eyes, not specifically defined"	"379.1"	"1973"	"1973"	7	211361965	0.0 (Unreliable)
	"Blindness, both eyes, not specifically defined"	"379.1"	"1974"	"1974"	4	213436958	0.0 (Unreliable)
	"Blindness, both eyes, not specifically defined"	"379.1"	"1975"	"1975"	11	215457198	0.0 (Unreliable)
	"Blindness, both eyes, not specifically defined"	"379.1"	"1976"	"1976"	10	217615788	0.0 (Unreliable)
	"Blindness, both eyes, not specifically defined"	"379.1"	"1977"	"1977"	8	219808632	0.0 (Unreliable)
	"Blindness, both eyes, not specifically defined"	"379.1"	"1978"	"1978"	14	222102279	0.0 (Unreliable)
"Total"	"Blindness, both eyes, not specifically defined"	"379.1"			92	2320363006	0.0
	"Blindness, one eye, specifically defined"	"379.2"	"1968"	"1968"	0	0	0.0 (Unreliable)
	"Blindness, one eye, specifically defined"	"379.2"	"1969"	"1969"	0	0	0.0 (Unreliable)
	"Blindness, one eye, specifically defined"	"379.2"	"1970"	"1970"	0	0	0.0 (Unreliable)
	"Blindness, one eye, specifically defined"	"379.2"	"1971"	"1971"	0	0	0.0 (Unreliable)
	"Blindness, one eye, specifically defined"	"379.2"	"1972"	"1972"	0	0	0.0 (Unreliable)
	"Blindness, one eye, specifically defined"	"379.2"	"1973"	"1973"	0	0	0.0 (Unreliable)
	"Blindness, one eye, specifically defined"	"379.2"	"1974"	"1974"	0	0	0.0 (Unreliable)
	"Blindness, one eye, specifically defined"	"379.2"	"1975"	"1975"	0	0	0.0 (Unreliable)
	"Blindness, one eye, specifically defined"	"379.2"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Blindness, one eye, specifically defined"	"379.2"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"Blindness, one eye, specifically defined"	"379.2"	"1978"	"1978"	1	222102279	0.0 (Unreliable)
"Total"	"Blindness, one eye, specifically defined"	"379.2"			1	2320363006	0.0 (Unreliable)
	"Blindness, one eye, not specifically defined"	"379.3"	"1968"	"1968"	0	0	0.0 (Unreliable)
	"Blindness, one eye, not specifically defined"	"379.3"	"1969"	"1969"	0	0	0.0 (Unreliable)
	"Blindness, one eye, not specifically defined"	"379.3"	"1970"	"1970"	0	0	0.0 (Unreliable)
	"Blindness, one eye, not specifically defined"	"379.3"	"1971"	"1971"	0	0	0.0 (Unreliable)
	"Blindness, one eye, not specifically defined"	"379.3"	"1972"	"1972"	0	0	0.0 (Unreliable)
	"Blindness, one eye, not specifically defined"	"379.3"	"1973"	"1973"	0	0	0.0 (Unreliable)
	"Blindness, one eye, not specifically defined"	"379.3"	"1974"	"1974"	0	0	0.0 (Unreliable)
	"Blindness, one eye, not specifically defined"	"379.3"	"1975"	"1975"	0	0	0.0 (Unreliable)
	"Blindness, one eye, not specifically defined"	"379.3"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Blindness, one eye, not specifically defined"	"379.3"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"Blindness, one eye, not specifically defined"	"379.3"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"Blindness, one eye, not specifically defined"	"379.3"			0	2320363006	0.0 (Unreliable)
	"Otitis externa"	"380"	"1968"	"1968"	1	199533564	0.0 (Unreliable)
	"Otitis externa"	"380"	"1969"	"1969"	3	201568206	0.0 (Unreliable)
	"Otitis externa"	"380"	"1970"	"1970"	4	203458035	0.0 (Unreliable)
	"Otitis externa"	"380"	"1971"	"1971"	2	206782970	0.0 (Unreliable)
	"Otitis externa"	"380"	"1972"	"1972"	8	209237411	0.0 (Unreliable)
	"Otitis externa"	"380"	"1973"	"1973"	2	211361965	0.0 (Unreliable)
	"Otitis externa"	"380"	"1974"	"1974"	3	213436958	0.0 (Unreliable)
	"Otitis externa"	"380"	"1975"	"1975"	6	215457198	0.0 (Unreliable)
	"Otitis externa"	"380"	"1976"	"1976"	5	217615788	0.0 (Unreliable)
	"Otitis externa"	"380"	"1977"	"1977"	4	219808632	0.0 (Unreliable)
	"Otitis externa"	"380"	"1978"	"1978"	9	222102279	0.0 (Unreliable)
"Total"	"Otitis externa"	"380"			47	2320363006	0.0
	"Acute"	"381.0"	"1968"	"1968"	23	199533564	0.0
	"Acute"	"381.0"	"1969"	"1969"	11	201568206	0.0 (Unreliable)
	"Acute"	"381.0"	"1970"	"1970"	13	203458035	0.0 (Unreliable)
	"Acute"	"381.0"	"1971"	"1971"	8	206782970	0.0 (Unreliable)
	"Acute"	"381.0"	"1972"	"1972"	10	209237411	0.0 (Unreliable)
	"Acute"	"381.0"	"1973"	"1973"	5	211361965	0.0 (Unreliable)
	"Acute"	"381.0"	"1974"	"1974"	6	213436958	0.0 (Unreliable)
	"Acute"	"381.0"	"1975"	"1975"	7	215457198	0.0 (Unreliable)
	"Acute"	"381.0"	"1976"	"1976"	5	217615788	0.0 (Unreliable)
	"Acute"	"381.0"	"1977"	"1977"	7	219808632	0.0 (Unreliable)
	"Acute"	"381.0"	"1978"	"1978"	7	222102279	0.0 (Unreliable)
"Total"	"Acute"	"381.0"			102	2320363006	0.0
	"Chronic"	"381.1"	"1968"	"1968"	21	199533564	0.0
	"Chronic"	"381.1"	"1969"	"1969"	26	201568206	0.0
	"Chronic"	"381.1"	"1970"	"1970"	12	203458035	0.0 (Unreliable)
	"Chronic"	"381.1"	"1971"	"1971"	14	206782970	0.0 (Unreliable)
	"Chronic"	"381.1"	"1972"	"1972"	30	209237411	0.0
	"Chronic"	"381.1"	"1973"	"1973"	14	211361965	0.0 (Unreliable)
	"Chronic"	"381.1"	"1974"	"1974"	8	213436958	0.0 (Unreliable)
	"Chronic"	"381.1"	"1975"	"1975"	11	215457198	0.0 (Unreliable)
	"Chronic"	"381.1"	"1976"	"1976"	6	217615788	0.0 (Unreliable)
	"Chronic"	"381.1"	"1977"	"1977"	11	219808632	0.0 (Unreliable)
	"Chronic"	"381.1"	"1978"	"1978"	9	222102279	0.0 (Unreliable)
"Total"	"Chronic"	"381.1"			162	2320363006	0.0
	"Unspecified"	"381.9"	"1968"	"1968"	113	199533564	0.1
	"Unspecified"	"381.9"	"1969"	"1969"	102	201568206	0.1
	"Unspecified"	"381.9"	"1970"	"1970"	107	203458035	0.1
	"Unspecified"	"381.9"	"1971"	"1971"	96	206782970	0.0
	"Unspecified"	"381.9"	"1972"	"1972"	78	209237411	0.0
	"Unspecified"	"381.9"	"1973"	"1973"	82	211361965	0.0
	"Unspecified"	"381.9"	"1974"	"1974"	72	213436958	0.0
	"Unspecified"	"381.9"	"1975"	"1975"	66	215457198	0.0
	"Unspecified"	"381.9"	"1976"	"1976"	64	217615788	0.0
	"Unspecified"	"381.9"	"1977"	"1977"	57	219808632	0.0
	"Unspecified"	"381.9"	"1978"	"1978"	71	222102279	0.0
"Total"	"Unspecified"	"381.9"			908	2320363006	0.0
	"Acute"	"382.0"	"1968"	"1968"	7	199533564	0.0 (Unreliable)
	"Acute"	"382.0"	"1969"	"1969"	3	201568206	0.0 (Unreliable)
	"Acute"	"382.0"	"1970"	"1970"	3	203458035	0.0 (Unreliable)
	"Acute"	"382.0"	"1971"	"1971"	1	206782970	0.0 (Unreliable)
	"Acute"	"382.0"	"1972"	"1972"	4	209237411	0.0 (Unreliable)
	"Acute"	"382.0"	"1973"	"1973"	2	211361965	0.0 (Unreliable)
	"Acute"	"382.0"	"1974"	"1974"	1	213436958	0.0 (Unreliable)
	"Acute"	"382.0"	"1975"	"1975"	0	0	0.0 (Unreliable)
	"Acute"	"382.0"	"1976"	"1976"	0	0	0.0 (Unreliable)
	"Acute"	"382.0"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"Acute"	"382.0"	"1978"	"1978"	2	222102279	0.0 (Unreliable)
"Total"	"Acute"	"382.0"			23	2320363006	0.0
	"Chronic"	"382.1"	"1968"	"1968"	6	199533564	0.0 (Unreliable)
	"Chronic"	"382.1"	"1969"	"1969"	5	201568206	0.0 (Unreliable)
	"Chronic"	"382.1"	"1970"	"1970"	5	203458035	0.0 (Unreliable)
	"Chronic"	"382.1"	"1971"	"1971"	6	206782970	0.0 (Unreliable)
	"Chronic"	"382.1"	"1972"	"1972"	6	209237411	0.0 (Unreliable)
	"Chronic"	"382.1"	"1973"	"1973"	1	211361965	0.0 (Unreliable)
	"Chronic"	"382.1"	"1974"	"1974"	6	213436958	0.0 (Unreliable)
	"Chronic"	"382.1"	"1975"	"1975"	1	215457198	0.0 (Unreliable)
	"Chronic"	"382.1"	"1976"	"1976"	2	217615788	0.0 (Unreliable)
	"Chronic"	"382.1"	"1977"	"1977"	0	0	0.0 (Unreliable)
	"Chronic"	"382.1"	"1978"	"1978"	0	0	0.0 (Unreliable)
"Total"	"Chronic"	"382.1"			38	2320363006	0.0
	"Unspecified"	"382.9"	"1968"	"1968"	10	199533564	0.0 (Unreliable)
	"Unspecified"	"382.9"	"1969"	"1969"	14	201568206	0.0 (Unreliable)
	"Unspecified"	"382.9"	"1970"	"1970"	4	203458035	0.0 (Unreliable)
	"Unspecified"	"382.9"	"1971"	"1971"	4	206782970	0.0 (Unreliable)
	"Unspecified"	"382.9"	"1972"	"1972"	8	209237411	0.0 (Unreliable)
	"Unspecified"	"382.9"	"1973"	"1973"	4	211361965	0.0 (Unreliable)
	"Unspecified"	"382.9"	"1974"	"1974"	3	213436958	0.0 (Unreliable)
	"Unspecified"	"382.9"	"1975"	"1975"	3	215457198	0.0 (Unreliable)
	"Unspecified"	"382.9"	"1976"	"1976"	3	217615788	0.0 (Unreliable)
	"Unspecified"	"382.9"	"1977"	"1977"	2	219808632	0.0 (Unreliable)
	"Unspecified"	"382.9"	"1978"	"1978"	2	222102279	0.0 (Unreliable)
"Total"	"Unspecified"	"382.9"			57	2320363006	0.0
	"Acute"	"383.0"	"1968"	"1968"	4	199533564	0.0 (Unreliable)
	"Acute"	"383.0"	"1969"	"1969"	2	201568206	0.0 (Unreliable)
	"Acute"	"383.0"	"1970"	"1970"	4	203458035	0.0 (Unreliable)
	"Acute"	"383.0"	"1971"	"1971"	2	206782970	0.0 (Unreliable)
	"Acute"	"383.0"	"1972"	"1972"	2	209237411	0.0 (Unreliable)
	"Acute"	"383.0"	"1973"	"1973"	3	211361965	0.0 (Unreliable)
	"Acute"	"383.0"	"1974"	"1974"	1	213436958	0.0 (Unreliable)
	"Acute"	"383.0"	"1975"	"1975"	0	0	0.0 (Unreliable)
	"Acute"	"383.0"	"1976"	"1976"	3	217615788	0.0 (Unreliable)
	"Acute"	"383.0"	"1977"	"1977"	1	219808632	0.0 (Unreliable)
	"Acute"	"383.0"	"1978"	"1978"	1	222102279	0.0 (Unreliable)
"Total"	"Acute"	"383.0"			23	2320363006	0.0
	"Chronic"	"383.1"	"1968"	"1968"	6	199533564	0.0 (Unreliable)
	"Chronic"	"383.1"	"1969"	"1969"	11	201568206	0.0 (Unreliable)
	"Chronic"	"383.1"	"1970"	"1970"	6	203458035	0.0 (Unreliable)
	"Chronic"	"383.1"	"1971"	"1971"	3	206782970	0.0 (Unreliable)
	"Chronic"	"383.1"	"1972"	"1972"	0	0	0.0 (Unreliable)
	"Chronic"	"383.1"	"1973"	"1973"	6	211361965	0.0 (Unreliable)
	"Chronic"	"383.1"	"1974"	"1974"	5	213436958	0.0 (Unreliable)
	"Chronic"	"383.1"	"1975"	"1975"	4	215457198	0.0 (Unreliable)
	"Chronic"	"383.1"	"1976"	"1976"	5	217615788	0.0 (Unreliable)
	"Chronic"	"383.1"	"1977"	"1977"	4	219808632	0.0 (Unreliable)
	"Chronic"	"383.1"	"1978"	"1978"	3	222102279	0.0 (Unreliable)
"Total"	"Chronic"	"383.1"			53	2320363006	0.0
	"Unspecified"	"383.9"	"1968"	"1968"	18	199533564	0.0 (Unreliable)
	"Unspecified"	"383.9"	"1969"	"1969"	18	201568206	0.0 (Unreliable)
	"Unspecified"	"383.9"	"1970"	"1970"	14	203458035	0.0 (Unreliable)
	"Unspecified"	"383.9"	"1971"	"1971"	12	206782970	0.0 (Unreliable)
	"Unspecified"	"383.9"	"1972"	"1972"	18	209237411	0.0 (Unreliable)
	"Unspecified"	"383.9"	"1973"	"1973"	6	211361965	0.0 (Unreliable)
	"Unspecified"	"383.9"	"1974"	"1974"	8	213436958	0.0 (Unreliable)
	"Unspecified"	"383.9"	"1975"	"1975"	13	215457198	0.0 (Unreliable)
	"Unspecified"	"383.9"	"1976"	"1976"	18	217615788	0.0 (Unreliable)
